Date,Country,Status,AQI Value
2022-07-26,Ukraine,Good,32
2022-07-26,United Arab Emirates,Very Unhealthy,251
2022-07-26,United Kingdom of Great Britain and Northern Ireland,Good,36
2022-07-26,United States of America,Moderate,76
2022-07-26,Uzbekistan,Good,38
2022-07-26,Vatican,Moderate,53
2022-07-26,Venezuela,Good,14
2022-07-26,Vietnam,Moderate,60
2022-07-26,Zambia,Moderate,56
2022-07-26,Albania,Good,44
2022-07-26,Algeria,Moderate,65
2022-07-26,Andorra,Good,31
2022-07-26,Angola,Unhealthy for Sensitive Groups,113
2022-07-26,Argentina,Good,43
2022-07-26,Armenia,Moderate,57
2022-07-26,Australia,Good,39
2022-07-26,Austria,Good,48
2022-07-26,Azerbaijan,Good,13
2022-07-26,Bahrain,Moderate,70
2022-07-26,Bangladesh,Unhealthy for Sensitive Groups,141
2022-07-26,Belarus,Good,37
2022-07-26,Belgium,Good,23
2022-07-26,Belize,Good,10
2022-07-26,Bermuda,Good,8
2022-07-26,Bolivia,Good,43
2022-07-26,Bosnia and Herzegovina,Good,50
2022-07-26,Brazil,Moderate,92
2022-07-26,Brunei,Good,10
2022-07-26,Bulgaria,Good,37
2022-07-26,Burkina Faso,Good,46
2022-07-26,Cambodia,Good,15
2022-07-26,Canada,Good,45
2022-07-26,Cape Verde,Moderate,64
2022-07-26,Cayman Islands,Good,1
2022-07-26,Central African Republic,Unhealthy for Sensitive Groups,117
2022-07-26,Chad,Moderate,70
2022-07-26,Chile,Moderate,69
2022-07-26,China,Unhealthy,154
2022-07-26,Colombia,Moderate,65
2022-07-26,Costa Rica,Good,28
2022-07-26,Croatia,Good,33
2022-07-26,Cyprus,Good,32
2022-07-26,Czech Republic,Moderate,78
2022-07-26,Denmark,Good,13
2022-07-26,Dominican Republic,Good,39
2022-07-26,Ecuador,Moderate,60
2022-07-26,Egypt,Moderate,86
2022-07-26,El Salvador,Unhealthy for Sensitive Groups,112
2022-07-26,Estonia,Good,24
2022-07-26,Ethiopia,Unhealthy,151
2022-07-26,Finland,Good,31
2022-07-26,France,Good,47
2022-07-26,French Guiana,Good,15
2022-07-26,Gabon,Unhealthy for Sensitive Groups,127
2022-07-26,Gambia,Good,34
2022-07-26,Georgia,Moderate,80
2022-07-26,Germany,Good,41
2022-07-26,Ghana,Moderate,80
2022-07-26,Gibraltar,Moderate,53
2022-07-26,Greece,Moderate,60
2022-07-26,Grenada,Good,9
2022-07-26,Guadeloupe,Good,16
2022-07-26,Guam,Good,2
2022-07-26,Guatemala,Good,35
2022-07-26,Honduras,Good,11
2022-07-26,Hong Kong,Good,25
2022-07-26,Hungary,Moderate,71
2022-07-26,Iceland,Good,9
2022-07-26,India,Unhealthy,155
2022-07-26,Indonesia,Moderate,93
2022-07-26,Iran,Unhealthy,174
2022-07-26,Iraq,Unhealthy for Sensitive Groups,139
2022-07-26,Ireland,Good,18
2022-07-26,Israel,Moderate,78
2022-07-26,Italy,Moderate,94
2022-07-26,Ivory Coast,Moderate,91
2022-07-26,Japan,Unhealthy for Sensitive Groups,112
2022-07-26,Jersey,Good,24
2022-07-26,Jordan,Good,25
2022-07-26,Kazakhstan,Moderate,88
2022-07-26,Kenya,Good,39
2022-07-26,Kosovo,Good,43
2022-07-26,Kuwait,Moderate,100
2022-07-26,Kyrgyzstan,Good,36
2022-07-26,Laos,Good,49
2022-07-26,Latvia,Good,13
2022-07-26,Lebanon,Moderate,76
2022-07-26,Liberia,Unhealthy for Sensitive Groups,117
2022-07-26,Liechtenstein,Good,18
2022-07-26,Lithuania,Good,27
2022-07-26,Luxembourg,Good,28
2022-07-26,Macao,Good,46
2022-07-26,Macedonia,Moderate,66
2022-07-26,Madagascar,Moderate,80
2022-07-26,Malaysia,Moderate,57
2022-07-26,Malta,Good,37
2022-07-26,Martinique,Good,29
2022-07-26,Mexico,Moderate,77
2022-07-26,Moldova,Good,16
2022-07-26,Monaco,Good,41
2022-07-26,Mongolia,Good,44
2022-07-26,Montenegro,Good,45
2022-07-26,Myanmar,Good,30
2022-07-26,Nepal,Good,50
2022-07-26,Netherlands,Good,27
2022-07-26,New Caledonia,Good,11
2022-07-26,New Zealand,Good,40
2022-07-26,Nigeria,Unhealthy for Sensitive Groups,105
2022-07-26,Norway,Good,17
2022-07-26,Pakistan,Moderate,91
2022-07-26,Palestinian Territory,Moderate,54
2022-07-26,Peru,Moderate,84
2022-07-26,Philippines,Moderate,83
2022-07-26,Poland,Moderate,52
2022-07-26,Portugal,Good,21
2022-07-26,Puerto Rico,Good,21
2022-07-26,Qatar,Unhealthy,183
2022-07-26,Reunion,Good,19
2022-07-26,Romania,Moderate,81
2022-07-26,Russia,Unhealthy for Sensitive Groups,108
2022-07-26,San Marino,Moderate,64
2022-07-26,Senegal,Good,33
2022-07-26,Serbia,Moderate,56
2022-07-26,Singapore,Good,19
2022-07-26,Slovakia,Moderate,55
2022-07-26,Slovenia,Good,27
2022-07-26,South Africa,Moderate,83
2022-07-26,South Korea,Unhealthy for Sensitive Groups,140
2022-07-26,Spain,Moderate,92
2022-07-26,Sri Lanka,Moderate,78
2022-07-26,Sudan,Moderate,63
2022-07-26,Sweden,Good,18
2022-07-26,Switzerland,Good,29
2022-07-26,Taiwan,Moderate,61
2022-07-26,Tajikistan,Moderate,72
2022-07-26,Thailand,Unhealthy for Sensitive Groups,146
2022-07-26,Togo,Moderate,52
2022-07-26,Trinidad and Tobago,Good,26
2022-07-26,Turkey,Unhealthy for Sensitive Groups,121
2022-07-26,Turkmenistan,Moderate,91
2022-07-26,Uganda,Unhealthy,162
2022-07-26,Ukraine,Moderate,56
2022-07-26,United Arab Emirates,Hazardous,327
2022-07-26,United Kingdom of Great Britain and Northern Ireland,Good,32
2022-07-26,United States of America,Moderate,81
2022-07-26,Uzbekistan,Moderate,75
2022-07-26,Vatican,Moderate,53
2022-07-26,Venezuela,Good,18
2022-07-26,Vietnam,Moderate,88
2022-07-26,Zambia,Moderate,73
2022-07-27,Albania,Good,41
2022-07-27,Algeria,Moderate,65
2022-07-27,Andorra,Good,24
2022-07-27,Angola,Unhealthy for Sensitive Groups,123
2022-07-27,Argentina,Good,33
2022-07-27,Armenia,Moderate,58
2022-07-27,Australia,Good,46
2022-07-27,Austria,Good,32
2022-07-27,Azerbaijan,Good,17
2022-07-27,Bahrain,Unhealthy for Sensitive Groups,142
2022-07-27,Bangladesh,Unhealthy for Sensitive Groups,141
2022-07-27,Belarus,Good,29
2022-07-27,Belgium,Good,20
2022-07-27,Belize,Good,11
2022-07-27,Bermuda,Good,7
2022-07-27,Bolivia,Good,20
2022-07-27,Bosnia and Herzegovina,Moderate,60
2022-07-27,Brazil,Unhealthy for Sensitive Groups,103
2022-07-27,Brunei,Good,12
2022-07-27,Bulgaria,Good,33
2022-07-27,Burkina Faso,Moderate,64
2022-07-27,Cambodia,Good,15
2022-07-27,Canada,Moderate,61
2022-07-27,Cape Verde,Good,32
2022-07-27,Cayman Islands,Moderate,58
2022-07-27,Central African Republic,Unhealthy for Sensitive Groups,129
2022-07-27,Chad,Good,50
2022-07-27,Chile,Moderate,83
2022-07-27,China,Unhealthy for Sensitive Groups,147
2022-07-27,Colombia,Moderate,67
2022-07-27,Costa Rica,Good,37
2022-07-27,Croatia,Good,38
2022-07-27,Cyprus,Good,37
2022-07-27,Czech Republic,Moderate,71
2022-07-27,Denmark,Good,13
2022-07-27,Dominican Republic,Good,28
2022-07-27,Ecuador,Moderate,69
2022-07-27,Egypt,Moderate,86
2022-07-27,El Salvador,Moderate,71
2022-07-27,Estonia,Good,11
2022-07-27,Ethiopia,Unhealthy for Sensitive Groups,113
2022-07-27,Finland,Good,15
2022-07-27,France,Good,49
2022-07-27,French Guiana,Good,14
2022-07-27,Gabon,Unhealthy for Sensitive Groups,139
2022-07-27,Gambia,Good,6
2022-07-27,Georgia,Good,44
2022-07-27,Germany,Moderate,58
2022-07-27,Ghana,Moderate,63
2022-07-27,Gibraltar,Good,20
2022-07-27,Greece,Moderate,56
2022-07-27,Grenada,Good,13
2022-07-27,Guadeloupe,Good,15
2022-07-27,Guam,Good,1
2022-07-27,Guatemala,Moderate,78
2022-07-27,Honduras,Good,6
2022-07-27,Hong Kong,Good,28
2022-07-27,Hungary,Good,44
2022-07-27,Iceland,Good,11
2022-07-27,India,Unhealthy,163
2022-07-27,Indonesia,Moderate,93
2022-07-27,Iran,Very Unhealthy,225
2022-07-27,Iraq,Unhealthy for Sensitive Groups,109
2022-07-27,Ireland,Good,18
2022-07-27,Israel,Moderate,75
2022-07-27,Italy,Moderate,88
2022-07-27,Ivory Coast,Good,50
2022-07-27,Japan,Moderate,75
2022-07-27,Jersey,Good,39
2022-07-27,Jordan,Good,35
2022-07-27,Kazakhstan,Moderate,86
2022-07-27,Kenya,Moderate,72
2022-07-27,Kosovo,Good,47
2022-07-27,Kuwait,Unhealthy for Sensitive Groups,116
2022-07-27,Kyrgyzstan,Moderate,52
2022-07-27,Laos,Moderate,84
2022-07-27,Latvia,Good,6
2022-07-27,Lebanon,Moderate,76
2022-07-27,Liberia,Good,8
2022-07-27,Liechtenstein,Good,25
2022-07-27,Lithuania,Good,24
2022-07-27,Luxembourg,Moderate,54
2022-07-27,Macao,Good,30
2022-07-27,Macedonia,Moderate,63
2022-07-27,Madagascar,Moderate,57
2022-07-27,Malaysia,Moderate,58
2022-07-27,Malta,Moderate,56
2022-07-27,Martinique,Good,23
2022-07-27,Mexico,Moderate,81
2022-07-27,Moldova,Good,12
2022-07-27,Monaco,Good,32
2022-07-27,Mongolia,Good,42
2022-07-27,Montenegro,Good,49
2022-07-27,Myanmar,Good,33
2022-07-27,Nepal,Good,37
2022-07-27,Netherlands,Good,29
2022-07-27,New Caledonia,Good,16
2022-07-27,New Zealand,Good,41
2022-07-27,Nigeria,Unhealthy for Sensitive Groups,105
2022-07-27,Norway,Good,23
2022-07-27,Pakistan,Moderate,91
2022-07-27,Palestinian Territory,Moderate,55
2022-07-27,Peru,Moderate,89
2022-07-27,Philippines,Moderate,83
2022-07-27,Poland,Good,47
2022-07-27,Portugal,Good,31
2022-07-27,Puerto Rico,Good,19
2022-07-27,Qatar,Unhealthy,183
2022-07-27,Reunion,Good,17
2022-07-27,Romania,Moderate,64
2022-07-27,Russia,Unhealthy for Sensitive Groups,104
2022-07-27,San Marino,Moderate,57
2022-07-27,Senegal,Good,33
2022-07-27,Serbia,Moderate,67
2022-07-27,Singapore,Moderate,56
2022-07-27,Slovakia,Moderate,58
2022-07-27,Slovenia,Good,48
2022-07-27,South Africa,Moderate,83
2022-07-27,South Korea,Moderate,78
2022-07-27,Spain,Moderate,85
2022-07-27,Sri Lanka,Moderate,53
2022-07-27,Sudan,Good,50
2022-07-27,Sweden,Good,15
2022-07-27,Switzerland,Good,39
2022-07-27,Taiwan,Moderate,61
2022-07-27,Tajikistan,Moderate,74
2022-07-27,Thailand,Unhealthy for Sensitive Groups,119
2022-07-27,Togo,Moderate,67
2022-07-27,Trinidad and Tobago,Good,28
2022-07-27,Turkey,Unhealthy for Sensitive Groups,113
2022-07-27,Turkmenistan,Moderate,91
2022-07-27,Uganda,Unhealthy,170
2022-07-27,Ukraine,Moderate,69
2022-07-27,United Arab Emirates,Unhealthy for Sensitive Groups,108
2022-07-27,United Kingdom of Great Britain and Northern Ireland,Good,36
2022-07-27,United States of America,Moderate,90
2022-07-27,Uzbekistan,Good,4
2022-07-27,Vatican,Moderate,65
2022-07-27,Venezuela,Good,31
2022-07-27,Vietnam,Unhealthy for Sensitive Groups,107
2022-07-27,Zambia,Moderate,89
2022-07-28,Albania,Moderate,61
2022-07-28,Algeria,Moderate,65
2022-07-28,Andorra,Good,38
2022-07-28,Angola,Unhealthy,152
2022-07-28,Argentina,Good,23
2022-07-28,Armenia,Moderate,63
2022-07-28,Australia,Good,46
2022-07-28,Austria,Good,35
2022-07-28,Azerbaijan,Good,14
2022-07-28,Bahrain,Unhealthy for Sensitive Groups,114
2022-07-28,Bangladesh,Unhealthy for Sensitive Groups,141
2022-07-28,Belarus,Good,27
2022-07-28,Belgium,Good,26
2022-07-28,Belize,Good,35
2022-07-28,Bermuda,Good,40
2022-07-28,Bolivia,Moderate,63
2022-07-28,Bosnia and Herzegovina,Moderate,54
2022-07-28,Brazil,Moderate,94
2022-07-28,Brunei,Good,12
2022-07-28,Bulgaria,Good,30
2022-07-28,Burkina Faso,Moderate,53
2022-07-28,Cambodia,Good,15
2022-07-28,Canada,Moderate,68
2022-07-28,Cape Verde,Moderate,78
2022-07-28,Cayman Islands,Good,8
2022-07-28,Central African Republic,Unhealthy for Sensitive Groups,120
2022-07-28,Chad,Moderate,76
2022-07-28,Chile,Moderate,84
2022-07-28,China,Unhealthy for Sensitive Groups,136
2022-07-28,Colombia,Moderate,60
2022-07-28,Costa Rica,Good,8
2022-07-28,Croatia,Good,42
2022-07-28,Cyprus,Moderate,67
2022-07-28,Czech Republic,Moderate,62
2022-07-28,Denmark,Good,15
2022-07-28,Dominican Republic,Good,22
2022-07-28,Ecuador,Moderate,85
2022-07-28,Egypt,Moderate,86
2022-07-28,El Salvador,Moderate,60
2022-07-28,Estonia,Good,13
2022-07-28,Ethiopia,Unhealthy for Sensitive Groups,137
2022-07-28,Finland,Good,15
2022-07-28,France,Moderate,55
2022-07-28,French Guiana,Good,15
2022-07-28,Gabon,Very Unhealthy,270
2022-07-28,Gambia,Good,22
2022-07-28,Georgia,Good,43
2022-07-28,Germany,Moderate,54
2022-07-28,Ghana,Moderate,69
2022-07-28,Gibraltar,Good,38
2022-07-28,Greece,Good,49
2022-07-28,Grenada,Good,6
2022-07-28,Guadeloupe,Good,17
2022-07-28,Guam,Good,1
2022-07-28,Guatemala,Good,25
2022-07-28,Honduras,Good,26
2022-07-28,Hong Kong,Moderate,58
2022-07-28,Hungary,Moderate,51
2022-07-28,Iceland,Good,21
2022-07-28,India,Unhealthy,164
2022-07-28,Indonesia,Moderate,93
2022-07-28,Iran,Very Unhealthy,255
2022-07-28,Iraq,Unhealthy for Sensitive Groups,117
2022-07-28,Ireland,Good,24
2022-07-28,Israel,Moderate,83
2022-07-28,Italy,Moderate,85
2022-07-28,Ivory Coast,Moderate,76
2022-07-28,Japan,Moderate,59
2022-07-28,Jersey,Good,35
2022-07-28,Jordan,Good,31
2022-07-28,Kazakhstan,Moderate,75
2022-07-28,Kenya,Moderate,59
2022-07-28,Kosovo,Good,40
2022-07-28,Kuwait,Moderate,91
2022-07-28,Kyrgyzstan,Good,37
2022-07-28,Laos,Moderate,54
2022-07-28,Latvia,Good,9
2022-07-28,Lebanon,Moderate,76
2022-07-28,Liberia,Moderate,53
2022-07-28,Liechtenstein,Good,42
2022-07-28,Lithuania,Good,18
2022-07-28,Luxembourg,Good,48
2022-07-28,Macao,Moderate,59
2022-07-28,Macedonia,Moderate,58
2022-07-28,Madagascar,Moderate,52
2022-07-28,Malaysia,Moderate,62
2022-07-28,Malta,Moderate,62
2022-07-28,Martinique,Good,29
2022-07-28,Mexico,Moderate,95
2022-07-28,Moldova,Good,24
2022-07-28,Monaco,Good,27
2022-07-28,Mongolia,Moderate,53
2022-07-28,Montenegro,Good,39
2022-07-28,Myanmar,Good,25
2022-07-28,Nepal,Moderate,58
2022-07-28,Netherlands,Good,35
2022-07-28,New Caledonia,Good,20
2022-07-28,New Zealand,Good,44
2022-07-28,Nigeria,Unhealthy for Sensitive Groups,105
2022-07-28,Norway,Good,19
2022-07-28,Pakistan,Moderate,91
2022-07-28,Palestinian Territory,Moderate,69
2022-07-28,Peru,Moderate,73
2022-07-28,Philippines,Moderate,83
2022-07-28,Poland,Good,50
2022-07-28,Portugal,Good,20
2022-07-28,Puerto Rico,Good,7
2022-07-28,Qatar,Unhealthy,183
2022-07-28,Reunion,Good,13
2022-07-28,Romania,Moderate,69
2022-07-28,Russia,Moderate,85
2022-07-28,San Marino,Good,46
2022-07-28,Senegal,Good,33
2022-07-28,Serbia,Moderate,64
2022-07-28,Singapore,Moderate,60
2022-07-28,Slovakia,Moderate,53
2022-07-28,Slovenia,Good,47
2022-07-28,South Africa,Moderate,83
2022-07-28,South Korea,Moderate,93
2022-07-28,Spain,Moderate,78
2022-07-28,Sri Lanka,Moderate,64
2022-07-28,Sudan,Good,42
2022-07-28,Sweden,Good,16
2022-07-28,Switzerland,Good,42
2022-07-28,Taiwan,Moderate,68
2022-07-28,Tajikistan,Moderate,85
2022-07-28,Thailand,Unhealthy for Sensitive Groups,132
2022-07-28,Togo,Moderate,69
2022-07-28,Trinidad and Tobago,Good,27
2022-07-28,Turkey,Moderate,87
2022-07-28,Turkmenistan,Good,46
2022-07-28,Uganda,Unhealthy,160
2022-07-28,Ukraine,Moderate,58
2022-07-28,United Arab Emirates,Unhealthy for Sensitive Groups,120
2022-07-28,United Kingdom of Great Britain and Northern Ireland,Moderate,53
2022-07-28,United States of America,Moderate,80
2022-07-28,Uzbekistan,Good,4
2022-07-28,Vatican,Good,34
2022-07-28,Venezuela,Good,21
2022-07-28,Vietnam,Unhealthy for Sensitive Groups,118
2022-07-28,Zambia,Moderate,91
2022-07-29,Albania,Good,22
2022-07-29,Algeria,Moderate,65
2022-07-29,Andorra,Moderate,51
2022-07-29,Angola,Unhealthy for Sensitive Groups,117
2022-07-29,Argentina,Good,31
2022-07-29,Armenia,Good,41
2022-07-29,Australia,Moderate,58
2022-07-29,Austria,Good,45
2022-07-29,Azerbaijan,Good,26
2022-07-29,Bahrain,Unhealthy for Sensitive Groups,147
2022-07-29,Bangladesh,Unhealthy for Sensitive Groups,141
2022-07-29,Belarus,Good,31
2022-07-29,Belgium,Good,37
2022-07-29,Belize,Good,40
2022-07-29,Bermuda,Good,40
2022-07-29,Bolivia,Moderate,92
2022-07-29,Bosnia and Herzegovina,Moderate,78
2022-07-29,Brazil,Moderate,64
2022-07-29,Brunei,Good,10
2022-07-29,Bulgaria,Good,31
2022-07-29,Burkina Faso,Moderate,66
2022-07-29,Cambodia,Good,15
2022-07-29,Canada,Moderate,81
2022-07-29,Cape Verde,Moderate,78
2022-07-29,Cayman Islands,Good,1
2022-07-29,Central African Republic,Unhealthy for Sensitive Groups,106
2022-07-29,Chad,Moderate,80
2022-07-29,Chile,Moderate,84
2022-07-29,China,Unhealthy,153
2022-07-29,Colombia,Moderate,64
2022-07-29,Costa Rica,Good,22
2022-07-29,Croatia,Good,34
2022-07-29,Cyprus,Moderate,89
2022-07-29,Czech Republic,Moderate,74
2022-07-29,Denmark,Good,16
2022-07-29,Dominican Republic,Good,25
2022-07-29,Ecuador,Moderate,56
2022-07-29,Egypt,Moderate,86
2022-07-29,El Salvador,Moderate,66
2022-07-29,Estonia,Good,16
2022-07-29,Ethiopia,Unhealthy,170
2022-07-29,Finland,Good,14
2022-07-29,France,Moderate,61
2022-07-29,French Guiana,Good,14
2022-07-29,Gabon,Unhealthy,178
2022-07-29,Gambia,Good,12
2022-07-29,Georgia,Moderate,54
2022-07-29,Germany,Moderate,64
2022-07-29,Ghana,Unhealthy for Sensitive Groups,120
2022-07-29,Gibraltar,Good,31
2022-07-29,Greece,Good,41
2022-07-29,Grenada,Good,12
2022-07-29,Guadeloupe,Good,31
2022-07-29,Guam,Good,1
2022-07-29,Guatemala,Good,29
2022-07-29,Honduras,Good,20
2022-07-29,Hong Kong,Moderate,77
2022-07-29,Hungary,Good,48
2022-07-29,Iceland,Good,9
2022-07-29,India,Unhealthy,151
2022-07-29,Indonesia,Moderate,93
2022-07-29,Iran,Unhealthy,185
2022-07-29,Iraq,Unhealthy,153
2022-07-29,Ireland,Good,22
2022-07-29,Israel,Unhealthy for Sensitive Groups,112
2022-07-29,Italy,Moderate,68
2022-07-29,Ivory Coast,Moderate,61
2022-07-29,Japan,Moderate,64
2022-07-29,Jersey,Good,38
2022-07-29,Jordan,Good,38
2022-07-29,Kazakhstan,Moderate,86
2022-07-29,Kenya,Moderate,70
2022-07-29,Kosovo,Good,44
2022-07-29,Kuwait,Unhealthy for Sensitive Groups,108
2022-07-29,Kyrgyzstan,Good,37
2022-07-29,Laos,Moderate,73
2022-07-29,Latvia,Good,29
2022-07-29,Lebanon,Moderate,76
2022-07-29,Liberia,Unhealthy for Sensitive Groups,140
2022-07-29,Liechtenstein,Good,22
2022-07-29,Lithuania,Good,18
2022-07-29,Luxembourg,Good,47
2022-07-29,Macao,Moderate,80
2022-07-29,Macedonia,Moderate,66
2022-07-29,Madagascar,Good,47
2022-07-29,Malaysia,Moderate,59
2022-07-29,Malta,Good,50
2022-07-29,Martinique,Good,37
2022-07-29,Mexico,Moderate,90
2022-07-29,Moldova,Good,20
2022-07-29,Monaco,Good,33
2022-07-29,Mongolia,Good,50
2022-07-29,Montenegro,Good,41
2022-07-29,Myanmar,Good,33
2022-07-29,Nepal,Moderate,61
2022-07-29,Netherlands,Good,46
2022-07-29,New Caledonia,Good,24
2022-07-29,New Zealand,Good,33
2022-07-29,Nigeria,Unhealthy for Sensitive Groups,105
2022-07-29,Norway,Good,23
2022-07-29,Pakistan,Moderate,91
2022-07-29,Palestinian Territory,Moderate,79
2022-07-29,Peru,Moderate,70
2022-07-29,Philippines,Moderate,83
2022-07-29,Poland,Moderate,53
2022-07-29,Portugal,Good,27
2022-07-29,Puerto Rico,Good,6
2022-07-29,Qatar,Unhealthy,183
2022-07-29,Reunion,Good,26
2022-07-29,Romania,Moderate,67
2022-07-29,Russia,Moderate,85
2022-07-29,San Marino,Good,47
2022-07-29,Senegal,Good,33
2022-07-29,Serbia,Moderate,85
2022-07-29,Singapore,Good,19
2022-07-29,Slovakia,Moderate,54
2022-07-29,Slovenia,Good,48
2022-07-29,South Africa,Moderate,83
2022-07-29,South Korea,Moderate,73
2022-07-29,Spain,Moderate,62
2022-07-29,Sri Lanka,Good,36
2022-07-29,Sudan,Moderate,85
2022-07-29,Sweden,Good,18
2022-07-29,Switzerland,Good,30
2022-07-29,Taiwan,Moderate,70
2022-07-29,Tajikistan,Moderate,75
2022-07-29,Thailand,Unhealthy for Sensitive Groups,117
2022-07-29,Togo,Moderate,100
2022-07-29,Trinidad and Tobago,Good,31
2022-07-29,Turkey,Moderate,88
2022-07-29,Turkmenistan,Moderate,89
2022-07-29,Uganda,Unhealthy for Sensitive Groups,135
2022-07-29,Ukraine,Good,50
2022-07-29,United Arab Emirates,Unhealthy for Sensitive Groups,111
2022-07-29,United Kingdom of Great Britain and Northern Ireland,Moderate,52
2022-07-29,United States of America,Moderate,79
2022-07-29,Uzbekistan,Good,4
2022-07-29,Vatican,Good,46
2022-07-29,Venezuela,Good,2
2022-07-29,Vietnam,Moderate,83
2022-07-29,Zambia,Unhealthy for Sensitive Groups,105
2022-07-30,Albania,Unhealthy for Sensitive Groups,111
2022-07-30,Algeria,Moderate,65
2022-07-30,Andorra,Good,35
2022-07-30,Angola,Unhealthy for Sensitive Groups,142
2022-07-30,Argentina,Good,32
2022-07-30,Armenia,Moderate,54
2022-07-30,Australia,Moderate,77
2022-07-30,Austria,Good,30
2022-07-30,Azerbaijan,Good,36
2022-07-30,Bahrain,Unhealthy for Sensitive Groups,109
2022-07-30,Bangladesh,Unhealthy for Sensitive Groups,141
2022-07-30,Belarus,Good,35
2022-07-30,Belgium,Good,37
2022-07-30,Belize,Good,19
2022-07-30,Bermuda,Good,23
2022-07-30,Bolivia,Good,43
2022-07-30,Bosnia and Herzegovina,Good,38
2022-07-30,Brazil,Moderate,71
2022-07-30,Brunei,Good,10
2022-07-30,Bulgaria,Good,38
2022-07-30,Burkina Faso,Unhealthy,168
2022-07-30,Cambodia,Good,15
2022-07-30,Canada,Moderate,66
2022-07-30,Cape Verde,Good,41
2022-07-30,Cayman Islands,Good,1
2022-07-30,Central African Republic,Moderate,91
2022-07-30,Chad,Unhealthy for Sensitive Groups,129
2022-07-30,Chile,Unhealthy for Sensitive Groups,120
2022-07-30,China,Unhealthy,151
2022-07-30,Colombia,Moderate,67
2022-07-30,Costa Rica,Good,25
2022-07-30,Croatia,Good,23
2022-07-30,Cyprus,Moderate,75
2022-07-30,Czech Republic,Moderate,64
2022-07-30,Denmark,Good,13
2022-07-30,Dominican Republic,Good,23
2022-07-30,Ecuador,Good,47
2022-07-30,Egypt,Moderate,86
2022-07-30,El Salvador,Moderate,72
2022-07-30,Estonia,Good,19
2022-07-30,Ethiopia,Hazardous,326
2022-07-30,Finland,Good,16
2022-07-30,France,Moderate,54
2022-07-30,French Guiana,Good,12
2022-07-30,Gabon,Unhealthy for Sensitive Groups,127
2022-07-30,Gambia,Good,8
2022-07-30,Georgia,Moderate,53
2022-07-30,Germany,Moderate,52
2022-07-30,Ghana,Moderate,93
2022-07-30,Gibraltar,Moderate,53
2022-07-30,Greece,Good,46
2022-07-30,Grenada,Good,14
2022-07-30,Guadeloupe,Good,24
2022-07-30,Guam,Good,1
2022-07-30,Guatemala,Good,33
2022-07-30,Honduras,Good,10
2022-07-30,Hong Kong,Moderate,98
2022-07-30,Hungary,Good,40
2022-07-30,Iceland,Good,7
2022-07-30,India,Unhealthy for Sensitive Groups,148
2022-07-30,Indonesia,Moderate,93
2022-07-30,Iran,Unhealthy,176
2022-07-30,Iraq,Unhealthy for Sensitive Groups,137
2022-07-30,Ireland,Good,16
2022-07-30,Israel,Moderate,96
2022-07-30,Italy,Moderate,67
2022-07-30,Ivory Coast,Moderate,53
2022-07-30,Japan,Moderate,71
2022-07-30,Jersey,Good,17
2022-07-30,Jordan,Good,30
2022-07-30,Kazakhstan,Moderate,91
2022-07-30,Kenya,Moderate,64
2022-07-30,Kosovo,Good,36
2022-07-30,Kuwait,Unhealthy for Sensitive Groups,123
2022-07-30,Kyrgyzstan,Good,32
2022-07-30,Laos,Good,46
2022-07-30,Latvia,Moderate,52
2022-07-30,Lebanon,Moderate,76
2022-07-30,Liberia,Moderate,86
2022-07-30,Liechtenstein,Good,24
2022-07-30,Lithuania,Good,21
2022-07-30,Luxembourg,Good,29
2022-07-30,Macao,Unhealthy for Sensitive Groups,114
2022-07-30,Macedonia,Moderate,55
2022-07-30,Madagascar,Moderate,65
2022-07-30,Malaysia,Moderate,58
2022-07-30,Malta,Moderate,61
2022-07-30,Martinique,Good,24
2022-07-30,Mexico,Moderate,93
2022-07-30,Moldova,Good,20
2022-07-30,Monaco,Good,23
2022-07-30,Mongolia,Moderate,51
2022-07-30,Montenegro,Good,32
2022-07-30,Myanmar,Good,24
2022-07-30,Nepal,Good,43
2022-07-30,Netherlands,Good,49
2022-07-30,New Caledonia,Good,29
2022-07-30,New Zealand,Good,16
2022-07-30,Nigeria,Unhealthy for Sensitive Groups,105
2022-07-30,Norway,Good,30
2022-07-30,Pakistan,Moderate,91
2022-07-30,Palestinian Territory,Moderate,57
2022-07-30,Peru,Moderate,94
2022-07-30,Philippines,Moderate,83
2022-07-30,Poland,Moderate,51
2022-07-30,Portugal,Good,29
2022-07-30,Puerto Rico,Good,31
2022-07-30,Qatar,Unhealthy,183
2022-07-30,Reunion,Good,22
2022-07-30,Romania,Moderate,69
2022-07-30,Russia,Unhealthy for Sensitive Groups,109
2022-07-30,San Marino,Good,50
2022-07-30,Senegal,Good,33
2022-07-30,Serbia,Moderate,81
2022-07-30,Singapore,Good,31
2022-07-30,Slovakia,Good,36
2022-07-30,Slovenia,Good,32
2022-07-30,South Africa,Moderate,83
2022-07-30,South Korea,Moderate,60
2022-07-30,Spain,Unhealthy for Sensitive Groups,108
2022-07-30,Sri Lanka,Moderate,52
2022-07-30,Sudan,Good,50
2022-07-30,Sweden,Good,14
2022-07-30,Switzerland,Good,37
2022-07-30,Taiwan,Moderate,54
2022-07-30,Tajikistan,Moderate,70
2022-07-30,Thailand,Moderate,91
2022-07-30,Togo,Moderate,91
2022-07-30,Trinidad and Tobago,Good,44
2022-07-30,Turkey,Moderate,80
